CERT,anomaly_flag,anomaly_score
15593,1,0.0941253284777041
15597,1,0.09025118979995661
15598,1,0.10774563445098234
155,1,0.12235302241065471
15606,1,0.10335210531281269
15610,1,0.12805561298741475
15614,1,0.09564337973153536
15621,1,0.09890900466378111
15629,1,0.032576520447108126
1562,1,0.11443871639976372
15632,1,0.10374773485406402
15651,1,0.10440391597460497
15657,1,0.1251710812695186
15663,1,0.07708118063783292
15664,1,0.1307858267311532
15669,1,0.12114741478359592
1566,1,0.06383427767876554
15671,1,0.1234777673484252
15675,1,0.10628024369696798
15687,1,0.039402585478180874
15690,1,0.08648690785213192
15699,1,0.02704361999599203
15701,1,0.13158463265861148
15703,1,0.10199630002504795
15708,1,0.10454592761010367
15728,1,0.11140930091333984
15729,1,0.1133806674589597
15731,1,0.07130705009711252
15734,1,0.12138353293948295
15741,1,0.12320871598262878
15749,1,0.014537800138057722
15751,1,0.0864323361134759
15752,1,0.12067273203530615
15760,1,0.0705194113452603
15762,1,0.056486367039512986
15763,1,0.1258137755541558
15771,1,0.07225147792034348
15772,1,0.12433168688791157
15778,1,0.01774346206281391
15779,-1,-0.034084843081625626
15784,1,0.07569267194220886
15792,1,0.12390452944404151
15797,1,0.12211332802400704
15799,1,0.11235761125140326
15801,1,0.0500704220707448
15808,1,0.09213747789588633
15809,1,0.020406254806635882
15815,1,0.12287894844315006
15817,1,0.016582038284398748
15826,1,0.10004561420565983
15839,-1,-0.11783918314066177
15847,1,0.10660506164860734
15853,1,0.1339864434653924
15871,1,0.06678291915031292
15873,1,0.10010712249075393
15883,1,0.09588106436097099
15898,1,0.07568507224630466
15899,1,0.0767046020286804
15904,1,0.08679389464204429
15908,1,0.11830366134575543
15912,1,0.06627993484055561
15913,1,0.06544972413067657
15930,1,0.08666872077989779
15932,1,0.12259594940374036
15939,1,0.12075608641598456
15945,-1,-0.06755856804876903
15947,-1,-0.041235215417931514
15953,1,0.07508316108655289
15966,-1,-0.1278001051247618
15969,1,0.06160205786168238
15970,1,0.05339444809100774
15987,1,0.12321642379971404
15990,1,0.016229632361362656
1600,1,0.0223223602094893
16026,-1,-0.028569275683562823
16030,1,0.04921348483445792
16032,1,0.12733276538747829
16039,1,0.055541759510130684
16040,1,0.03234528383799895
1604,1,0.08588204784736725
16068,-1,-0.005919592907368876
16075,1,0.11287180594324492
16079,1,0.12137670043118215
1607,1,0.11577675331637777
16094,1,0.1166584825860923
1609,1,0.02599683260808522
160,1,0.11504423939827713
16101,1,0.12541225721043253
16103,1,0.06628708928073834
1610,1,0.11269380617538294
16110,1,0.12765475621464611
16111,1,0.019814311230066273
16114,1,0.10675606615841049
16116,1,0.10267504826764096
1611,1,0.06543932724433216
16120,1,0.12752344808638744
16125,1,0.12831671554701723
16126,1,0.1034465620272314
16127,1,0.04079396869538082
1612,-1,-0.021361872876629606
16130,1,0.13291379628187017
16151,1,0.10843986731527866
16152,1,0.057034238592083175
